Location,Person Count,Vehicle Count,Injuries,Date,Hit Parked Car
60TH AVE SW BETWEEN SW ADMIRAL WAY AND SW HINDS ST,2,2,0,04/08/2004,N
24TH AVE E AND BOYER AVE E,2,2,0,09/05/2004,N
3RD AVE NW AND NW 73RD ST,3,2,1,25/11/2004,N
,2,2,0,30/01/2004,N
15TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST,3,3,2,26/05/2004,N
S DEARBORN ST BETWEEN DEARBORN ST OFF RP AND 13TH AVE S,3,2,0,04/08/2004,N
22ND AVE AND E CHERRY ST,0,2,0,09/01/2004,N
1ST AVE S BETWEEN S MAIN ST AND S JACKSON ST,0,0,0,15/12/2004,N
23RD AVE E BETWEEN E PROSPECT ST AND E HIGHLAND DR,2,2,0,10/01/2004,N
E UNION ST BETWEEN 20TH AVE AND 21ST AVE,2,2,0,23/01/2004,N
SW ORCHARD ST BETWEEN DELRIDGE WAY SW AND SYLVAN WAY SW,0,0,0,10/09/2004,N
RAINIER AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,2,2,0,30/09/2004,N
FAUNTLEROY WAY SW BETWEEN SW RAYMOND ST AND SW GRAHAM ST,0,0,0,06/08/2004,N
15TH AVE NE BETWEEN NE 70TH ST AND NE 73RD ST,1,1,0,20/01/2005,N
JOHN ST BETWEEN 1ST AVE N AND WARREN AVE N,2,2,0,07/08/2004,N
M L KING JR ER WAY S BETWEEN CLAREMONT AVE S AND S BYRON ST,2,1,2,05/04/2004,N
W PROSPECT ST BETWEEN 3RD AVE W AND 5TH AVE W,2,2,0,22/02/2004,N
1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,2,1,1,09/10/2004,N
2ND AVE BETWEEN MARION ST AND MADISON ST,3,3,0,30/07/2004,N
SPRING ST BETWEEN 5TH AVE AND 6TH AVE,0,0,0,23/07/2004,N
NE 42ND ST BETWEEN ROOSEVELT N WAY NE AND 11TH AVE NE,2,2,0,15/09/2004,N
UNIVERSITY BR BETWEEN FUHRMAN AVE E AND POINT A,2,2,0,15/06/2004,N
1ST AVE S AND S ROYAL BROUGHAM WAY,2,1,1,02/12/2004,N
17TH AVE SW BETWEEN DELRIDGE WAY SW AND SW ROXBURY ST,0,0,0,11/10/2004,N
S NYE PL BETWEEN 20TH AVE S AND 20TH PL S,2,2,0,31/01/2004,N
N 85TH ST BETWEEN AURORA AVE N AND NESBIT AVE N,3,2,0,29/06/2004,N
WEST SEATTLE BR WB BETWEEN I5 NB - W SEATTLE BR RP AND 1ST AV S OFF RP,2,2,1,12/06/2004,N
STONE AVE N AND N 130TH ST,3,2,0,28/05/2004,N
CALIFORNIA AVE SW BETWEEN SW SPOKANE ST AND SW MANNING ST,2,2,0,30/06/2004,N
1ST AVE S AND S LUCILE ST,4,2,1,26/05/2004,N
DELRIDGE WAY SW BETWEEN SW HOLDEN ST AND SW KENYON ST,3,2,2,25/02/2004,N
NE 43RD ST BETWEEN 9TH AVE NE AND ROOSEVELT S WAY NE,2,2,0,04/03/2004,N
N 35TH ST BETWEEN FREMONT AVE N AND TROLL AVE N,0,0,0,03/12/2004,N
16TH AVE SW BETWEEN SW FINDLAY ST AND SW MORGAN ST,1,1,0,15/02/2004,N
1ST AVE BETWEEN LENORA ST AND BLANCHARD ST,0,0,0,22/10/2004,N
S LANDER ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,0,0,0,09/01/2004,N
35TH AVE NE AND NE 68TH ST,3,2,0,03/09/2004,N
SUMMIT AVE E AND E THOMAS ST,2,2,0,21/05/2004,N
S GRAND ST BETWEEN 22ND E AVE S AND 23RD WR AVE S,2,2,0,08/04/2004,N
4TH AVE S BETWEEN S JACKSON ST AND 2ND AV ET S,5,2,0,04/03/2004,N
EASTLAKE AVE E BETWEEN E LYNN ST AND E LOUISA ST,2,2,0,26/05/2004,N
15TH AVE NW AND NW 52ND ST,2,2,2,17/09/2005,N
W QUEEN ANNE DRWY BETWEEN QUEEN ANNE AVE N AND W OLYMPIC PL,2,2,0,19/08/2004,N
35TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,0,0,0,22/03/2004,N
NE 65TH ST BETWEEN 24TH AVE NE AND 25TH AVE NE,2,2,0,23/07/2004,N
12TH AVE AND E YESLER WAY,3,2,2,28/03/2004,N
AURORA AVE N BETWEEN N 115TH ST AND N 117TH PL,2,2,1,14/10/2005,N
WEST SEATTLE BR EB BETWEEN ALASKAN WY VI NB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP,2,2,0,09/10/2004,N
2ND AVE NE AND NE 90TH ST,3,2,2,11/09/2004,N
MAYNARD AVE S BETWEEN S JACKSON ST AND S KING ST,4,2,0,29/10/2004,N
MINOR AVE BETWEEN OLIVE WAY AND HOWELL ST,2,2,0,24/08/2004,N
LAKE CITY WAY NE BETWEEN 20TH AVE NE AND NE 88TH ST,2,2,1,19/11/2004,N
S MAIN ST BETWEEN DEAD END 2 AND 10TH AVE S,0,0,0,31/10/2004,N
DEXTER AVE N AND VALLEY ST,2,2,0,31/10/2004,N
,0,0,0,19/07/2004,N
M L KING JR WAY S BETWEEN RAINIER AVE S AND S WINTHROP ST,3,2,0,09/12/2004,N
BROADWAY AND JEFFERSON ST,3,1,1,24/11/2004,N
7TH AVE AND PIKE ST,2,2,0,23/01/2004,N
,0,0,0,31/10/2004,N
LAKE CITY WAY NE BETWEEN NE 95TH ST AND NE 98TH ST,2,2,0,14/12/2004,N
1ST AVE W BETWEEN W GALER W ST AND W GARFIELD ST,0,0,0,23/08/2004,N
SPOKANE TURN RD BETWEEN 15TH AVE S AND 16TH AVE S,4,2,0,23/06/2004,N
RAINIER AVE S AND S WILLOW ST,0,0,0,30/08/2004,N
WEEDIN E PL NE BETWEEN WEEDIN PL NE AND 8TH AVE NE,2,2,0,02/01/2004,N
RAINIER AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,3,1,1,16/06/2004,N
DENNY WAY AND DEXTER AVE,5,2,1,08/05/2004,N
14TH AVE BETWEEN E PIKE ST AND E PINE ST,2,2,1,05/03/2004,N
45TH AVE SW AND SW JUNEAU ST,3,2,0,28/03/2004,N
ALASKAN WY VI NB BETWEEN S HOLGATE ST AND S LANDER ST,2,2,0,12/10/2004,N
15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,3,2,0,21/04/2004,N
VINE ST AND WESTERN AVE,5,2,4,08/01/2004,N
21ST AVE AND E JEFFERSON ST,0,0,0,27/10/2004,N
HARVARD AVE AND E DENNY WAY,0,0,0,07/12/2004,N
WOODLAWN AVE N BETWEEN N 65TH ST AND N 66TH ST,2,2,0,01/02/2005,N
AURORA AVE N AND N 80TH ST,0,0,0,31/07/2004,N
AURORA AVE N AND N 135TH ST,2,1,0,01/04/2004,N
9TH AVE N AND MERCER SR ST,0,0,0,06/10/2004,N
39TH AVE E BETWEEN LAKE WASHINGTON BLVD E AND E HARRISON ST,2,2,0,27/09/2004,N
EVANSTON AVE N AND N 46TH ST,2,1,1,01/10/2004,N
SHAFFER AVE S AND S MORGAN ST,2,2,0,22/09/2004,N
ROOSEVELT WAY NE AND NE 70TH ST,3,3,1,05/02/2004,N
EAST MARGINAL WAY S AND S RIVER ST,2,2,0,14/09/2004,N
DEARBORN ST OFF RP AND S DEARBORN ST,3,1,1,27/02/2004,N
RAINIER AVE S BETWEEN S BAYVIEW ST AND S MCCLELLAN ST,7,4,0,02/03/2004,N
35TH AVE SW BETWEEN FAUNTLEROY S WAY SW AND SW AVALON WAY,3,2,1,31/07/2004,N
RAINIER AVE S BETWEEN S GARDEN ST AND S OTHELLO ST,3,2,0,18/03/2004,N
24TH AVE NW AND NW 57TH ST,0,0,0,22/11/2004,N
AURORA AVE N AND N 93RD ST,2,2,0,29/07/2005,N
27TH AVE S BETWEEN E YESLER WAY AND S WASHINGTON ST,0,0,0,16/12/2004,N
MERCER SR ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,2,2,1,30/12/2004,N
NOB HILL AVE N BETWEEN VALLEY ST AND ALOHA ST,2,2,0,07/01/2004,N
LAKESIDE AVE S BETWEEN 35TH AVE S AND S DEARBORN ST,2,2,1,12/08/2004,N
VALLEY ST BETWEEN DEXTER AVE N AND 8TH AVE N,2,2,0,06/09/2004,N
44TH AVE S AND S FRONTENAC ST,3,2,2,12/02/2004,N
CLAY ST BETWEEN 2ND AVE AND 3RD AVE,1,1,0,28/08/2004,N
BROADWAY BETWEEN E UNION ST AND E PIKE ST,2,2,0,31/07/2004,N
VALLEY ST BETWEEN 6TH AVE N AND AURORA AVE N,2,2,0,20/11/2004,N
CALIFORNIA AVE SW BETWEEN SW LANDER ST AND SW STEVENS ST,3,2,0,22/03/2004,N
S COLUMBIAN WAY BETWEEN S SNOQUALMIE ST AND S ANGELINE W ST,3,2,2,20/10/2004,N
MERCER ST AND QUEEN ANNE AVE N,2,2,0,01/02/2004,N
5TH AVE N AND ROY ST,0,0,0,01/04/2004,N
32ND AVE NE AND NE 123RD ST,4,2,0,17/07/2004,N
23RD AVE NE BETWEEN NE 115TH ST AND NE 117TH ST,2,2,0,22/06/2004,N
10TH AVE BETWEEN E UNION ST AND E PIKE ST,2,2,0,05/08/2004,N
AURORA AVE N BETWEEN N 112TH ST AND N 115TH ST,1,1,1,10/06/2004,N
NW 80TH ST BETWEEN 22ND AVE NW AND 23RD AVE NW,0,0,0,11/07/2004,N
46TH AVE S AND S ORCAS ST,5,2,0,28/06/2004,N
EASTLAKE AVE E AND STEWART ST,2,2,0,06/04/2004,N
15TH AVE S BETWEEN S COLLEGE ST AND S BAYVIEW ST,5,1,1,26/08/2004,N
CORLISS WAY N AND NE 80TH ST,2,2,0,04/12/2004,N
W DRAVUS ST BETWEEN 15TH AV W SB OFF RP AND 16TH AVE W,3,3,0,10/09/2004,N
LAKESIDE AVE S BETWEEN S LESCHI PL AND S JACKSON ST,2,2,1,07/06/2004,N
3RD AVE W BETWEEN W THOMAS ST AND W THOMAS ST OVERPASS,2,2,0,12/10/2004,N
PINE ST BETWEEN 3RD AVE AND 4TH AVE,2,2,0,24/08/2004,N
STONE WAY N BETWEEN N 43RD ST AND N 44TH ST,2,2,0,06/06/2004,N
MOUNT RAINIER DR S BETWEEN S MCCLELLAN ST AND S RIDGEWAY PL,2,2,0,08/04/2004,N
PIKE ST BETWEEN 6TH AVE AND 7TH AVE,2,2,0,07/07/2004,N
38TH AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,6,1,1,30/06/2004,N
14TH AVE SW AND SW ROXBURY ST,2,2,0,27/05/2004,N
15TH AVE NE AND NE 80TH ST,4,2,3,14/11/2004,N
TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,3,3,1,04/10/2004,N
W THOMAS ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,1,1,0,14/02/2004,N
1ST AVE N BETWEEN CROCKETT S ST AND CROCKETT N ST,3,2,0,06/08/2004,N
NW 85TH ST BETWEEN 31ST AVE NW AND 32ND AVE NW,2,2,0,02/06/2004,N
WEST SEATTLE BR EB BETWEEN ALASKAN WY VI NB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP,3,3,0,05/02/2004,N
16TH AVE NE AND LAKE CITY WAY NE,3,2,0,02/03/2004,N
39TH AVE S AND RAINIER S AVE S,2,2,2,07/07/2004,N
SW ADMIRAL WAY BETWEEN 61ST AVE SW AND 62ND AVE SW,3,3,0,24/02/2004,N
15TH AVE E BETWEEN E THOMAS N ST AND E HARRISON S ST,3,2,2,11/08/2004,N
MERIDIAN AVE N AND N 50TH ST,2,2,0,05/10/2004,N
AURORA AVE N BETWEEN N 130TH ST AND N 135TH ST,2,2,0,18/01/2004,N
SAND POINT WAY NE AND NE 62ND ST,3,2,2,30/12/2004,N
ROOSEVELT WAY NE AND NE 70TH ST,0,3,0,31/01/2004,N
EASTLAKE AVE NE AND UNIVERSITY BR,5,2,5,21/11/2004,N
47TH AVE NE BETWEEN NE 73RD ST AND NE 75TH ST,2,2,0,12/02/2004,N
E MADISON ST BETWEEN 20TH AVE AND E DENNY WAY,4,2,0,21/08/2004,N
N 80TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,0,3,1,20/01/2004,N
15TH AVE W BETWEEN GILMAN UPPER DR W AND W ARMOUR ST,0,0,0,25/03/2004,N
GREENWOOD AVE N AND N 79TH ST,2,2,0,17/10/2004,N
EAST MARGINAL WAY S AND S ALASKA ST,2,2,0,01/12/2004,N
42ND AVE S BETWEEN S SPENCER ST AND S BATEMAN ST,2,1,1,25/06/2004,N
6TH AVE AND OLIVE WAY,2,2,0,12/11/2004,N
9TH AVE NW BETWEEN NW 67TH ST AND NW 70TH W ST,0,0,0,16/03/2004,N
QUEEN ANNE AVE N BETWEEN W ROY ST AND VALLEY ST,4,3,2,01/04/2004,N
N 40TH ST BETWEEN WOODLAWN AVE N AND DENSMORE AVE N,2,2,0,16/07/2004,N
RENTON AVE S BETWEEN S CLOVERDALE ST AND S TRENTON ST,0,0,0,13/10/2004,N
NE 45TH ST BETWEEN 8TH E AVE NE AND 9TH W AVE NE,6,3,1,16/04/2004,N
FAUNTLEROY WAY SW BETWEEN SW AVALON WAY AND 37TH AVE SW,2,2,0,20/11/2004,N
FAUNTLEROY WAY SW BETWEEN 38TH AVE SW AND 39TH AVE SW,2,2,1,22/01/2004,N
N 45TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,2,2,1,25/04/2004,N
15TH AVE NW BETWEEN NW 85TH ST AND NW 87TH ST,2,2,0,08/06/2004,N
S ALBRO PL BETWEEN CORGIAT DR S AND SWIFT AVE S,2,2,0,11/06/2004,N
E DENNY WAY BETWEEN 11TH AVE AND 12TH AVE,2,2,0,18/05/2004,N
MADISON ST BETWEEN 5TH AVE AND 6TH AVE,2,2,0,29/06/2004,N
N 48TH ST BETWEEN LINDEN AVE N AND AURORA AVE N,0,0,0,31/12/2004,N
GREENWOOD AVE N BETWEEN N 79TH ST AND N 80TH ST,2,2,0,29/04/2004,N
ROOSEVELT WAY NE AND NE 64TH ST,2,1,1,22/01/2005,N
AURORA AVE N AND N 117TH PL,2,1,1,16/07/2004,N
5TH AVE AND UNIVERSITY ST,3,2,1,09/04/2004,N
S ROYAL BROUGHAM WAY BETWEEN 6TH AVE S AND AIRPORT WAY S,0,0,0,06/12/2004,N
12TH AVE W AND W NICKERSON ST,4,2,0,18/08/2004,N
UNIVERSITY BR BETWEEN POINT B AND EASTLAKE AVE NE,2,2,0,14/07/2004,N
S MAIN ST BETWEEN 20TH AVE S AND DEAD END 3,2,2,0,05/01/2004,N
E CHERRY ST BETWEEN 23RD AVE AND 24TH AVE,2,2,0,29/10/2004,N
LAKE CITY WAY NE AND NE 80TH ST,3,2,0,24/08/2004,N
BOYLSTON AVE AND MADISON ST,2,2,0,30/12/2005,N
47TH AVE SW BETWEEN SW BRACE POINT DR AND SW ROXBURY ST,1,1,0,13/03/2004,N
HARVARD AVE BETWEEN E UNION ST AND E PIKE ST,3,2,1,12/11/2004,N
20TH AVE S BETWEEN S WELLER ST AND S LANE ST,1,1,1,16/09/2005,N
EAST MARGINAL WAY S BETWEEN S FIDALGO ST AND 1ST AVE S,3,3,0,06/04/2004,N
35TH AVE SW AND SW AVALON WAY,2,2,1,25/05/2004,N
,0,0,0,16/10/2004,N
,2,2,0,08/09/2004,N
N 80TH ST BETWEEN AURORA AVE N AND STONE AVE N,4,2,1,14/05/2004,N
48TH AVE S AND S MEAD ST,3,3,1,28/07/2004,N
M L KING JR ER WAY S BETWEEN S LUCILE ST AND S FINDLAY ST,0,0,0,14/11/2004,N
NE 45TH PL AND NE 45TH ST,0,0,0,29/08/2004,N
E JOHN ST BETWEEN SUMMIT AVE E AND E OLIVE WAY,2,2,0,06/03/2004,N
SW OTHELLO ST BETWEEN 28TH AVE SW AND 29TH AVE SW,0,0,0,30/12/2004,N
LAKE CITY WAY NE AND NE 120TH ST,2,2,0,21/11/2004,N
1ST AVE S AND 2ND AV SW ON RP,0,0,0,27/12/2004,N
15TH AVE BETWEEN E UNION ST AND E PIKE ST,2,2,0,01/10/2004,N
GREENWOOD AVE N BETWEEN N 81ST ST AND N 82ND ST,2,2,0,19/04/2004,N
BOREN AVE AND PINE ST,6,3,1,17/02/2004,N
12TH AVE BETWEEN E MADISON ST AND E PIKE ST,2,2,0,05/03/2004,N
S JACKSON ST BETWEEN 18TH AVE S AND 19TH AVE S,2,2,1,07/07/2004,N
1ST AVE NE AND NE NORTHGATE WAY,6,2,1,20/07/2004,N
8TH AVE AND YESLER WAY,2,2,2,05/08/2004,N
12TH AVE S BETWEEN S HARNEY ST AND S BAILEY ST,4,4,0,06/10/2004,N
W MANOR PL BETWEEN 24TH AVE W AND 24TH PL W,3,2,0,16/01/2004,N
,0,0,0,18/05/2004,N
35TH AVE SW BETWEEN SW BARTON ST AND SW CAMBRIDGE ST,0,0,0,20/03/2004,N
15TH AVE NE BETWEEN NE 130TH ST AND NE BROCKMAN S PL,0,0,0,27/10/2004,N
ALASKAN WY VI SB BETWEEN COLUMBIA ST ON RP AND ALASKAN WY VI SB EFR OFF RP,1,1,1,26/05/2004,N
1ST AVE AND SPRING ST,5,2,1,03/01/2004,N
32ND AVE SW BETWEEN SW WEBSTER ST AND SW HOLDEN ST,2,2,0,04/02/2004,N
WILSON AVE S BETWEEN S UPLAND RD AND S GRAHAM ST,0,0,0,13/05/2004,N
S WILLOW ST BETWEEN 42ND AVE S AND 44TH AVE S,3,2,0,14/03/2004,N
5TH AVE AND UNIVERSITY ST,2,2,1,13/01/2004,N
FAUNTLEROY WAY SW AND WEST SEATTLE BR EB,2,2,0,17/09/2004,N
THOMAS ST BETWEEN TAYLOR AVE N AND 6TH AVE N,2,2,0,07/06/2004,N
WEST SEATTLE BR EB BETWEEN W SEA BR EB 4 AV OFF RP AND 1ST AV S OFF RP,0,0,0,04/06/2004,N
BROOKLYN AVE NE AND NE 50TH ST,3,2,0,02/09/2004,N
RAINIER AVE S BETWEEN S HOLGATE ST AND S PLUM ST,0,0,0,09/01/2004,N
BEACH DR SW BETWEEN SW ANDOVER ST AND SW CARROLL ST,2,2,0,07/09/2004,N
BROADWAY E AND E OLIVE WAY,6,2,0,10/03/2004,N
AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST,0,0,0,01/11/2004,N
MONTLAKE BR BETWEEN POINT A AND NE PACIFIC ST,0,0,0,30/04/2004,N
BOREN AVE BETWEEN TERRACE ST AND JEFFERSON ST,5,2,1,13/05/2004,N
NE NORTHLAKE WAY BETWEEN 1ST AVE NE AND 2ND AVE NE,4,4,1,14/06/2005,N
RAINIER AVE S BETWEEN S GRAHAM ST AND 46TH AVE S,4,2,3,25/03/2004,N
15TH AVE S AND S COLLEGE ST,0,0,0,16/09/2004,N
ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,1,1,0,13/01/2004,N
FREMONT AVE N BETWEEN N 45TH ST AND N 46TH ST,3,3,2,17/04/2004,N
SWIFT AVE S AND S GRAHAM ST,3,2,0,30/07/2004,N
FLORENTIA ST AND WARREN AVE N,2,2,1,28/01/2004,N
GREENWOOD AVE N BETWEEN N 115TH ST AND N 117TH ST,0,0,0,06/02/2004,N
EASTLAKE AVE E BETWEEN STEWART ST AND THOMAS ST,3,2,3,20/02/2004,N
AURORA AVE N BETWEEN N 82ND ST AND GREEN LAKE DR N,2,2,0,24/11/2004,N
S COLUMBIAN WAY BETWEEN COLUMBIA DR S AND BEACON WR AVE S,2,2,0,09/12/2005,N
BOREN AVE BETWEEN TERRACE ST AND JEFFERSON ST,2,2,0,15/08/2004,N
DEXTER AVE N AND WHEELER ST,3,1,1,26/02/2004,N
RAINIER AVE S BETWEEN S BYRON ST AND S WALDEN ST,2,2,0,28/09/2004,N
FAIRVIEW AVE N BETWEEN FAIRVIEW AV OFF RP AND ROY ST,0,0,0,18/02/2004,N
NE 125TH ST BETWEEN 28TH AVE NE AND 30TH AVE NE,2,2,0,09/06/2005,N
AURORA AVE N AND N 128TH ST,0,0,0,08/09/2004,N
SPRING ST BETWEEN 1ST AVE AND 2ND AVE,2,2,0,21/02/2004,N
STEWART ST BETWEEN 9TH AVE AND TERRY AVE,2,2,0,20/12/2004,N
NE 47TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE,2,2,0,15/09/2004,N
STEWART ST BETWEEN YALE AVE AND DENNY WAY,0,0,0,29/10/2004,N
DEARBORN ST OFF RP AND S DEARBORN ST,3,2,1,18/10/2004,N
RENTON AVE S AND S ROXBURY ST,0,0,0,06/08/2004,N
DELRIDGE WAY SW BETWEEN SW DAKOTA ST AND SW GENESEE ST,2,2,0,07/12/2004,N
RAINIER AVE S AND S FINDLAY ST,2,2,0,16/03/2004,N
S GRAHAM ST BETWEEN 38TH AVE S AND 39TH AVE S,4,2,1,03/04/2004,N
NE 50TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,2,2,0,04/06/2004,N
15TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,2,2,0,24/10/2005,N
1ST AVE AND VIRGINIA ST,2,2,0,19/09/2004,N
DAVIS PL S BETWEEN S CHARLES ST AND S NORMAN ST,2,2,0,23/08/2004,N
CORSON AVE S AND EAST MARGINAL WAY S,2,2,1,21/01/2004,N
SW ROXBURY ST BETWEEN 7TH W AVE SW AND 8TH AVE SW,6,2,1,17/02/2004,N
RAINIER AVE S BETWEEN S HENDERSON ST AND S DIRECTOR N ST,2,2,0,13/01/2004,N
TERRY AVE BETWEEN ALDER ST AND TERRACE ST,3,2,0,21/07/2004,N
DENNY WAY BETWEEN MINOR AVE AND VIRGINIA ST,3,2,0,25/04/2004,N
12TH AVE NE BETWEEN NE 77TH ST AND LAKE CITY WAY NE,2,2,0,22/05/2004,N
DELRIDGE WAY SW BETWEEN SW HENDERSON ST AND 20TH AVE SW,2,2,1,08/06/2004,N
N 85TH ST BETWEEN 1ST AVE NW AND PALATINE AVE N,2,2,0,02/04/2004,N
ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,0,0,0,12/07/2004,N
16TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2,2,0,29/01/2004,N
M L KING JR ER WAY S BETWEEN S ANDOVER ST AND S DAKOTA ST,8,2,0,31/01/2004,N
ROOSEVELT WAY NE BETWEEN NE 43RD N ST AND NE 45TH ST,3,3,1,07/05/2004,N
6TH AVE S AND S SPOKANE SR ST,2,2,0,27/11/2004,N
9TH AVE AND HOWELL ST,2,2,0,09/11/2004,N
4TH AVE S BETWEEN I90 WB 4TH AV OFF RP AND S ROYAL BROUGHAM WAY,3,2,0,25/10/2005,N
S CHARLES ST BETWEEN 12TH S AVE S AND GOLF DR S,2,2,0,06/07/2004,N
AURORA AVE N AND N 85TH ST,6,3,4,19/04/2004,N
N 35TH ST AND N PACIFIC ST,2,2,1,31/08/2004,N
1ST AV S BR NB BETWEEN EAST MARGINAL WAY S AND 1ST AV S NB OFF RP,3,2,0,19/09/2004,N
RAVENNA AVE NE AND NE 98TH ST,3,2,0,07/05/2004,N
S FRINK PL BETWEEN S WASHINGTON ST AND LAKE WASHINGTON BLVD S,2,1,0,07/07/2004,N
SR509 SB BETWEEN CLOVERDALE ST ON RP AND CITY LIMITS,2,2,0,18/01/2004,N
RAINIER AVE S AND S CLOVERDALE ST,2,2,1,11/06/2004,N
ALASKAN WY VI NB BETWEEN ALASKAN WY VI NB ON RP AND S LANDER ST,3,1,0,03/07/2004,N
FAUNTLEROY WAY SW AND SW ALASKA ST,3,2,2,31/07/2004,N
YESLER WAY BETWEEN 6TH AVE AND 8TH AVE,3,2,1,14/04/2004,N
26TH AVE BETWEEN E MARION ST AND E SPRING ST,2,2,0,30/03/2004,N
SEWARD PARK AVE S BETWEEN S FRONTENAC ST AND S MYRTLE ST,0,0,0,02/06/2004,N
BELLEVUE AVE AND E DENNY WAY,2,2,0,27/02/2004,N
N 34TH ST BETWEEN FREMONT AVE N AND TROLL AVE N,2,1,1,21/01/2005,N
15TH AVE NE AND NE 50TH ST,2,2,1,19/05/2004,N
M L KING JR ER WAY S AND S GRAHAM ST,6,2,0,10/09/2004,N
N NORTHGATE WAY BETWEEN MERIDIAN AVE N AND CORLISS AVE N,3,2,1,18/09/2004,N
RAINIER AVE S AND S ROSE N ST,0,0,0,11/04/2004,N
BOYLSTON AVE E AND E LYNN ST,2,2,1,26/05/2004,N
DENSMORE AVE N AND N 143RD ST,6,2,1,05/07/2004,N
N 45TH ST BETWEEN SUNNYSIDE AVE N AND EASTERN AVE N,3,3,0,14/08/2004,N
ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,2,1,0,27/07/2004,N
12TH AVE BETWEEN E COLUMBIA ST AND E MARION ST,3,1,1,07/10/2004,N
13TH AVE NW BETWEEN NW 83RD ST AND NW 85TH ST,2,2,0,02/06/2004,N
E COLUMBIA ST BETWEEN BROADWAY AND DEAD END 1,2,2,0,08/06/2005,N
S COLUMBIAN WAY BETWEEN S AMERICUS ST AND S ALASKA ST,3,2,3,06/06/2004,N
12TH AVE SW AND SW TRENTON ST,2,2,0,22/09/2004,N
12TH AVE NE BETWEEN NE 77TH ST AND LAKE CITY WAY NE,2,2,0,13/09/2004,N
MELROSE AVE BETWEEN PIKE ST AND PINE ST,2,2,0,12/03/2004,N
GREENWOOD AVE N AND N 90TH ST,0,0,0,20/03/2004,N
15TH AVE E BETWEEN E OLIN N PL AND E HOWE ST,1,1,0,04/09/2004,N
BOYER AVE E BETWEEN EVERETT AVE E AND BOYER UPPER AVE E,3,3,0,07/08/2004,N
NW 62ND ST BETWEEN 24TH AVE NW AND 26TH AVE NW,2,2,0,27/08/2004,N
W KINNEAR PL BETWEEN 2ND AVE W AND 3RD AVE W,3,2,2,03/08/2004,N
MERIDIAN AVE N AND N 115TH ST,0,0,0,18/04/2004,N
21ST AVE S AND S BAYVIEW ST,0,0,0,20/07/2004,N
E JOHN ST BETWEEN 12TH AVE E AND 13TH AVE E,2,2,1,29/03/2004,N
NW 65TH ST BETWEEN 8TH AVE NW AND DIVISION AVE NW,2,2,0,05/04/2004,N
LAKE WASHINGTON BLVD S BETWEEN LAKESIDE AVE S AND LAKE PARK DR S,3,2,2,31/08/2004,N
BRIDGE WAY N AND N 38TH ST,2,2,1,08/03/2004,N
24TH AVE NW AND NW 58TH ST,2,1,0,06/04/2004,N
S JACKSON ST BETWEEN 10TH AVE S AND 12TH AVE S,2,2,1,24/08/2004,N
DELRIDGE WAY SW BETWEEN SW FINDLAY ST AND SW JUNEAU ST,3,2,0,23/02/2004,N
6TH AVE N AND DEXTER AVE N,0,0,0,27/10/2004,N
LAKE CITY WAY NE BETWEEN 11TH AVE NE AND 12TH AVE NE,2,2,0,15/06/2004,N
ROY ST BETWEEN 9TH AVE N AND VALLEY ST,0,0,0,05/12/2004,N
35TH AVE SW BETWEEN SW HOLLY ST AND SW WILLOW ST,2,2,1,01/02/2004,N
WEST SEATTLE BR EB BETWEEN ALASKAN WY VI NB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP,0,0,0,08/12/2004,N
S ROYAL BROUGHAM WAY BETWEEN ALASKAN WAY S AND ALASKAN E RDWY WAY S,2,2,0,12/11/2004,N
20TH AVE W BETWEEN THORNDYKE AVE W AND W DRAVUS ST,2,1,0,13/11/2004,N
S AVON ST BETWEEN BEACON W AVE S AND 53RD AVE S,3,2,2,19/07/2004,N
NW 62ND ST BETWEEN 20TH AVE NW AND 22ND AVE NW,3,3,0,22/04/2004,N
8TH AVE NW BETWEEN NW 48TH ST AND NW 49TH ST,2,1,0,29/06/2004,N
