Location,Person Count,Vehicle Count,Injuries,Date,Hit Parked Car
W BLAINE ST BETWEEN 35TH AVE W AND 36TH AVE W,2,2,0,19/02/2004,N
20TH AVE NW BETWEEN SHILSHOLE AVE NW AND BALLARD AVE NW,0,0,0,29/12/2004,N
SWIFT AVE S BETWEEN S GRAHAM ST AND SWIFT AV OFF RP,2,2,0,17/12/2004,N
30TH AVE NE AND NE 130TH ST,0,0,0,20/12/2004,N
13TH AVE AND E CHERRY ST,3,2,1,31/07/2004,N
TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,2,2,0,23/09/2004,N
9TH AVE N AND ROY ST,0,0,0,23/01/2004,N
DELRIDGE WAY SW BETWEEN SW TRENTON ST AND 21ST S AVE SW,0,0,0,07/11/2004,N
AURORA AVE N BETWEEN N 75TH ST AND N 76TH ST,4,4,4,27/07/2004,N
MADRONA DR BETWEEN E HOWELL ST AND MAIDEN LN E,3,2,0,07/07/2004,N
1ST AVE AND MADISON ST,3,2,1,27/02/2004,N
N 145TH ST BETWEEN WHITMAN AVE N AND AURORA AVE N,0,0,0,29/10/2004,N
23RD AVE BETWEEN E YESLER WAY AND E FIR ST,2,2,1,31/01/2004,N
NE 45TH ST BETWEEN 36TH AVE NE AND 37TH AVE NE,2,2,0,09/12/2004,N
36TH AVE S AND S HANFORD ST,0,0,0,21/06/2004,N
34TH AVE AND E OLIVE ST,5,2,2,23/06/2004,N
EAST MARGINAL WAY S AND S ALASKA ST,3,2,0,18/06/2004,N
NE 95TH ST BETWEEN LAKE CITY WAY NE AND RAVENNA AVE NE,4,4,0,28/03/2004,N
WEST SEATTLE BR EB BETWEEN DELRIDGE-W SEATTLE BR EB ON RP AND 26TH AV SW ON RP,3,2,1,02/01/2004,N
DENNY WAY BETWEEN 4TH AVE AND 5TH AVE,0,0,0,09/11/2004,N
BOREN AVE AND STEWART ST,2,2,0,28/08/2004,N
AURORA AVE N BETWEEN KEEN WAY N AND WINONA AVE N,2,2,1,08/03/2004,N
N NORTHGATE WAY BETWEEN MERIDIAN AVE N AND CORLISS AVE N,2,2,1,10/08/2004,N
FREMONT BR BETWEEN 4TH AVE N AND POINT A,0,0,0,12/04/2004,N
N NORTHLAKE WAY BETWEEN BURKE AVE N AND MERIDIAN AVE N,2,2,0,14/10/2004,N
AURORA AVE N BETWEEN N 143RD ST AND ROOSEVELT WAY N,2,2,0,23/12/2005,N
M L KING JR WAY S BETWEEN E YESLER WAY AND S WASHINGTON ST,2,2,0,24/08/2004,N
WEST SEATTLE BR WB BETWEEN POINT A AND 35TH AVE SW,1,1,1,02/01/2004,N
N NORTHLAKE WAY BETWEEN STONE WAY N AND N NORTHLAKE W PL,4,4,0,01/04/2004,N
E OLIVE WAY BETWEEN HARVARD AVE E AND BROADWAY E,2,2,0,05/09/2004,N
CALIFORNIA AVE SW BETWEEN SW LANDER ST AND SW STEVENS ST,2,2,1,03/11/2004,N
30TH AVE S BETWEEN S MCCLELLAN ST AND S MOUNT BAKER WB N BV,2,2,0,26/04/2004,N
RAINIER AVE S AND S HENDERSON ST,2,1,1,10/08/2004,N
5TH AVE AND COLUMBIA ST,2,2,1,20/06/2004,N
N NORTHGATE WAY BETWEEN AURORA AVE N AND MIDVALE AVE N,3,2,2,04/02/2004,N
WEST SEATTLE BR EB BETWEEN POINT A AND FAUNTLEROY WAY SW,2,2,0,11/09/2004,N
GILMAN AVE W BETWEEN 26TH AVE W AND 27TH AVE W,1,1,0,26/02/2004,N
4TH AVE S BETWEEN SEATTLE BLVD S AND I90 WB 4TH AV OFF RP,0,0,0,30/10/2004,N
NE 43RD ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,2,2,0,08/09/2004,N
S DAWSON ST BETWEEN 17TH AVE S AND 19TH AVE S,0,0,0,28/10/2004,N
16TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,0,2,0,09/12/2005,N
LINDEN AVE N BETWEEN N MOTOR PL AND N 43RD ST,2,2,0,26/11/2004,N
41ST AVE SW AND SW HINDS ST,3,2,3,20/05/2004,N
4TH AVE N AND BOSTON ST,2,2,1,05/04/2004,N
M L KING JR WAY S AND S MCCLELLAN ST,0,0,0,29/12/2004,N
23RD AVE AND E JEFFERSON ST,3,2,1,20/10/2004,N
CORSON AVE S BETWEEN S HARNEY ST AND S MICHIGAN ST,3,2,0,11/03/2004,N
5TH AVE NE AND NE 125TH ST,0,0,0,28/02/2004,N
WESTLAKE AVE N BETWEEN 8TH S AVE N AND HIGHLAND DR,3,2,0,06/02/2004,N
WESTLAKE AVE N BETWEEN NEWELL ST AND NICKERSON ST,2,1,1,14/10/2004,N
64TH AVE S BETWEEN S COOPER ST AND S RYAN ST,2,2,0,23/10/2004,N
E JOHN ST BETWEEN 10TH AVE E AND 11TH AVE E,7,5,1,07/02/2004,N
39TH AVE S AND S ANGEL PL,3,2,0,16/08/2004,N
E FIR ST BETWEEN 22ND AVE AND 23RD AVE,2,2,0,09/09/2004,N
AURORA AVE N BETWEEN N 82ND ST AND GREEN LAKE DR N,2,2,0,28/11/2004,N
45TH AVE SW AND SW MASSACHUSETTS ST,2,2,0,12/11/2005,N
HARBOR AVE SW BETWEEN SW SPOKANE NR ST AND SW AVALON WAY,5,2,0,06/08/2004,N
NE 47TH ST BETWEEN 18TH AVE NE AND 19TH AVE NE,3,2,1,19/03/2004,N
S SPOKANE ST BETWEEN S COLUMBIAN WAY AND HINDS PL S,2,2,0,31/03/2004,N
4TH AVE S BETWEEN S STACY ST AND S LANDER ST,2,2,0,20/08/2004,N
LAKE CITY WAY NE BETWEEN NE 127TH ST AND NE 130TH ST,2,1,0,28/08/2004,N
GREENWOOD AVE N AND N 87TH ST,3,2,2,21/07/2004,N
1ST WR AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,0,0,0,07/05/2004,N
25TH AVE NE AND NE 55TH ST,2,2,2,28/05/2004,N
AURORA AVE N BETWEEN GARFIELD ST AND HOWE ST,0,0,0,16/10/2004,N
SW GENESEE ST BETWEEN 30TH AVE SW AND 31ST AVE SW,0,0,0,02/11/2004,N
FAIRVIEW AVE E BETWEEN E LYNN ST AND E ROANOKE ST,0,0,0,05/01/2004,N
E OLIVE WAY BETWEEN BOYLSTON W AVE E AND BOYLSTON E AVE E,2,2,0,19/02/2004,N
S SPOKANE ST BETWEEN SW SPOKANE ST AND S SPOKANE NR ST,1,1,1,08/03/2004,N
BATTERY ST TUNNEL NB BETWEEN ALASKAN WY VI NB AND AURORA AVE N,1,1,0,14/02/2004,N
35TH AVE SW BETWEEN SW SNOQUALMIE ST AND SW ALASKA ST,5,2,0,23/11/2004,N
N 80TH ST BETWEEN STROUD E AVE N AND MERIDIAN AVE N,6,2,0,24/09/2004,N
25TH AVE NE BETWEEN MONTLAKE BLVD NE AND NE 44TH ST,0,0,0,17/09/2004,N
NE 45TH ST BETWEEN 1ST AVE NE AND 2ND AVE NE,2,2,1,05/06/2004,N
28TH AVE SW AND SW HOLDEN ST,2,2,0,22/06/2004,N
JAMES ST BETWEEN 6TH AVE AND 7TH AVE,2,2,0,06/04/2004,N
10TH AVE E BETWEEN E HOWE ST AND E NEWTON ST,0,0,0,14/09/2004,N
GALER ST AND WESTLAKE S AVE N,2,2,1,09/04/2004,N
15TH AVE NE AND NE PACIFIC ST,1,1,1,06/05/2004,N
35TH AVE NE AND NE 125TH ST,5,4,1,21/10/2004,N
MIDVALE AVE N BETWEEN N 85TH ST AND N 88TH ST,2,2,0,21/11/2004,N
24TH AVE SW AND SW TRENTON ST,0,0,0,26/12/2004,N
ELLIOTT AVE W BETWEEN W LEE ST AND W GALER ST FLYOVER,4,2,3,06/07/2004,N
S DAKOTA ST BETWEEN RAINIER AVE S AND 36TH AVE S,2,2,0,15/10/2004,N
S TRENTON ST BETWEEN M L KING JR ER WAY S AND 44TH AVE S,2,2,0,24/07/2004,N
DELRIDGE WAY SW BETWEEN SW CLOVERDALE ST AND SW TRENTON ST,3,2,1,21/09/2004,N
NE 64TH ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,2,2,0,14/08/2004,N
N PHINNEY WAY BETWEEN PHINNEY TURN RD AND N 45TH ST,3,3,0,04/03/2004,N
21ST AVE S AND S SPOKANE ST,2,2,0,23/07/2004,N
NE 45TH ST BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,2,2,0,07/06/2004,N
DELRIDGE WAY SW BETWEEN SW HENDERSON ST AND 20TH AVE SW,4,2,1,11/08/2004,N
5TH AVE N AND REPUBLICAN ST,0,0,0,19/12/2004,N
4TH AVE S AND S SPOKANE NR ST,2,2,0,09/12/2004,N
NW 100TH PL BETWEEN 7TH AVE NW AND NW 100TH ST,2,2,1,08/06/2004,N
NE 73RD ST BETWEEN WOODLAWN AVE NE AND 5TH AVE NE,0,0,0,21/12/2004,N
13TH AVE W AND W BERTONA ST,6,2,0,19/05/2004,N
,2,2,0,17/07/2004,N
5TH AVE NE AND NE 50TH ST,2,2,0,11/07/2005,N
23RD AVE AND E CHERRY ST,3,1,0,31/03/2004,N
WEST SEATTLE BR EB BETWEEN 26TH AV SW ON RP AND POINT A,1,1,1,19/03/2004,N
S BANGOR ST BETWEEN 55TH AVE S AND 56TH AVE S,4,4,0,20/11/2004,N
UNIVERSITY WAY NE BETWEEN NE 41ST ST AND NE 42ND ST,2,2,0,30/03/2004,N
RAINIER AVE S BETWEEN S ORCHARD ST AND S GARDEN ST,1,1,0,09/05/2004,N
,2,2,0,04/02/2004,N
BROOKLYN AVE NE BETWEEN NE 61ST ST AND NE 62ND ST,2,2,0,27/01/2004,N
S WASHINGTON ST BETWEEN 15TH AVE S AND 16TH AVE S,2,2,0,20/02/2004,N
7TH AVE BETWEEN PINE ST AND OLIVE WAY,1,1,0,13/09/2004,N
22ND AVE W AND W DRAVUS ST,6,2,1,13/04/2004,N
NE 145TH ST BETWEEN 4TH AVE NE AND 145TH ST ON RP,2,2,0,18/09/2004,N
LAKE CITY WAY NE AND NE 80TH ST,2,2,0,11/03/2004,N
145TH ST ON RP AND NE 145TH ST,0,0,0,27/03/2004,N
41ST AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,2,2,0,13/03/2004,N
ELLIOTT AVE BETWEEN BROAD ST AND BAY ST,2,2,1,26/02/2004,N
1ST WR AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,2,2,0,22/06/2004,N
OLIVE WAY BETWEEN 5TH AVE AND 6TH AVE,7,3,0,01/05/2004,N
20TH AVE SW AND SW ROXBURY ST,3,2,0,05/06/2004,N
LEARY WAY NW BETWEEN 7TH AVE NW AND NW BRIGHT ST,3,3,0,04/12/2004,N
E JEFFERSON ST BETWEEN BROADWAY AND 10TH AVE,0,0,0,08/06/2004,N
LINDEN AVE N AND N 80TH ST,2,2,0,12/10/2004,N
SUNNYSIDE AVE N AND N 40TH ST,2,2,0,03/12/2004,N
NE 50TH ST BETWEEN 5TH AVE NE AND 7TH AVE NE,1,1,1,06/01/2004,N
10TH AVE W BETWEEN W RAYE N ST AND W BOTHWELL ST,0,0,0,03/02/2004,N
MONTLAKE BLVD NE AND NE 45TH ST,2,2,0,24/03/2004,N
BROAD ST AND DENNY WAY,2,1,1,11/06/2004,N
SW TRENTON ST BETWEEN 8TH AVE SW AND 9TH AVE SW,2,2,0,19/04/2004,N
LINDEN AVE N BETWEEN N ALLEN PL AND N 45TH ST,2,2,0,01/08/2004,N
FRANCIS AVE N AND N 43RD ST,2,2,1,14/05/2004,N
HIGHLAND PARK WAY SW BETWEEN WEST MARGINAL WAY SW AND SW OTHELLO ST,3,2,1,22/05/2004,N
15TH AVE S BETWEEN S ANGELINE ST AND S FERDINAND ST,0,0,0,12/07/2004,N
46TH AVE SW AND SW EDMUNDS ST,2,2,2,05/12/2004,N
AIRPORT WAY S BETWEEN AIRPORT SB WAY S AND S ATLANTIC ST,0,2,0,10/02/2004,N
WALLINGFORD AVE N AND N 34TH ST,2,2,0,12/04/2004,N
S SPENCER ST BETWEEN 44TH AVE S AND GOODELL PL S,2,2,0,19/03/2004,N
E THOMAS ST BETWEEN MALDEN AVE E AND 15TH N AVE E,0,0,0,31/10/2004,N
5TH AVE S AND S MICHIGAN ST,3,2,0,09/08/2004,N
9TH AVE AND STEWART ST,0,0,0,09/08/2004,N
1ST AVE NW BETWEEN NW 87TH ST AND NW 90TH ST,2,2,0,30/07/2004,N
1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,2,2,0,17/08/2004,N
M L KING JR WR WAY S BETWEEN S RAYMOND ST AND S GRAHAM ST,4,2,1,28/05/2004,N
WEST MARGINAL WAY SW BETWEEN SW SPOKANE ST AND WEST MARGINAL TURN RD,2,2,0,19/08/2004,N
30TH AVE S BETWEEN S MOUNT BAKER EB BV AND WETMORE AVE S,2,2,0,28/01/2004,N
NW 59TH ST BETWEEN 14TH AVE NW AND 15TH AVE NW,0,0,0,10/12/2004,N
SAND POINT WAY NE BETWEEN 47TH AVE NE AND PRINCETON AVE NE,3,2,0,15/01/2004,N
MERIDIAN AVE N AND N 130TH ST,2,2,1,26/06/2004,N
RAINIER AVE S BETWEEN S FONTANELLE ST AND S AUSTIN ST,2,2,0,28/11/2004,N
E MADISON ST BETWEEN 29TH E AVE E AND LAKE WASHINGTON BLVD E,0,0,0,05/08/2004,N
BEACON AVE S BETWEEN 15TH AVE S AND S LANDER ST,7,3,2,07/09/2004,N
SHILSHOLE AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,3,2,0,09/01/2004,N
N 45TH ST BETWEEN SUNNYSIDE AVE N AND EASTERN AVE N,3,3,1,28/10/2004,N
23RD AVE S AND S MASSACHUSETTS ST,2,2,0,09/09/2004,N
WEST GREEN LAKE WAY N BETWEEN N 63RD ST AND AURORA AVE N,0,0,0,14/02/2004,N
RAINIER AVE S BETWEEN S ALASKA ST AND S ANGELINE ST,2,2,0,04/09/2004,N
15TH AVE E BETWEEN E GALER ST AND E GARFIELD ST,2,2,0,02/04/2004,N
RAINIER AVE S BETWEEN S ANGELINE ST AND S EDMUNDS ST,3,3,1,15/12/2004,N
NAGLE PL BETWEEN E PINE ST AND E OLIVE ST,3,3,0,04/10/2005,N
CORSON AVE S AND S MICHIGAN ST,2,2,0,09/06/2004,N
LAKE PARK DR S BETWEEN SHORELAND DR S AND S MCCLELLAN ST,3,1,2,17/11/2004,N
RENTON AVE S BETWEEN S BARTON ST AND S FLETCHER ST,1,1,1,20/06/2004,N
2ND AVE BETWEEN SPRING ST AND SENECA ST,2,2,0,23/05/2004,N
,1,1,0,29/05/2004,N
,0,0,0,31/12/2004,N
RAINIER AVE S BETWEEN S OTHELLO ST AND S FONTANELLE ST,2,2,0,29/05/2004,N
UNIVERSITY WAY NE BETWEEN NE 45TH ST AND NE 47TH ST,2,1,0,07/03/2004,N
15TH AVE NE AND NE 65TH ST,2,2,1,28/01/2004,N
ELLIOTT AVE W BETWEEN ELLIOTT ER AVE W AND W THOMAS S ST,0,0,0,20/10/2004,N
CALIFORNIA AVE SW AND SW 102ND ST,4,2,0,29/11/2004,N
AIRPORT WAY S BETWEEN S MASSACHUSETTS ST AND S HOLGATE N ST,2,2,0,24/05/2004,N
21ST AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,2,2,0,14/12/2004,N
S ROSE ST BETWEEN 44TH PL S AND 45TH AVE S,1,1,0,19/08/2004,N
EVANSTON AVE N BETWEEN N 41ST ST AND N 42ND ST,2,2,0,15/05/2004,N
DENNY WAY AND DEXTER AVE,2,2,0,05/02/2004,N
LAKE CITY WAY NE BETWEEN 24TH AVE NE AND NE 107TH ST,2,2,0,11/01/2004,N
3RD AVE AND VIRGINIA ST,4,2,0,24/09/2004,N
NW 87TH ST BETWEEN 3RD S AVE NW AND 6TH AVE NW,2,2,0,15/08/2004,N
7TH AVE NE AND NE 43RD ST,2,2,0,02/12/2004,N
MAGNOLIA EB BR BETWEEN MAGNOLIA E BR AND MAGNOLIA W BR,2,1,0,21/07/2004,N
1ST AVE BETWEEN PIKE ST AND PINE ST,0,0,0,14/12/2004,N
MERIDIAN AVE N AND N 130TH ST,7,3,2,15/04/2004,N
5TH AVE BETWEEN BLANCHARD ST AND BELL ST,2,2,0,24/01/2004,N
FAUNTLEROY WAY SW AND SW ALASKA ST,2,2,1,14/09/2004,N
ROOSEVELT WAY NE BETWEEN NE 62ND ST AND NE 63RD ST,2,2,0,06/06/2005,N
20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,0,0,0,05/12/2004,N
N 34TH ST BETWEEN BURKE AVE N AND MERIDIAN AVE N,2,2,0,06/05/2004,N
19TH AVE AND E MARION ST,1,1,0,21/03/2004,N
6TH AVE BETWEEN PIKE ST AND PINE ST,2,2,0,07/02/2004,N
11TH AVE BETWEEN E PINE ST AND E OLIVE ST,2,2,1,11/06/2004,N
ALASKAN WAY S BETWEEN S MAIN ST AND S JACKSON ST,8,2,0,21/08/2004,N
4TH AVE N AND DEXTER S AVE N,2,1,0,02/08/2004,N
FAIRVIEW AVE N AND FAIRVIEW AV OFF RP,0,0,0,08/11/2004,N
15TH AVE W BETWEEN GILMAN UPPER DR W AND W ARMOUR ST,5,2,1,29/02/2004,N
15TH AVE NE AND NE 75TH ST,2,2,0,04/05/2004,N
35TH AVE NE BETWEEN NE 80TH ST AND NE 81ST ST,2,2,0,16/08/2004,N
LAKE WASHINGTON BLVD S BETWEEN S ADAMS ST AND S GENESEE WAY,2,2,0,21/03/2004,N
19TH AVE NE BETWEEN NE 65TH ST AND NE 68TH ST,1,1,0,09/02/2004,N
BOYLSTON AVE E BETWEEN E ROANOKE ST AND BOYLSTON AV E OFF RP,3,2,1,05/02/2004,N
N 83RD ST BETWEEN FREMONT AVE N AND LINDEN AVE N,3,3,0,01/10/2004,N
ASHWORTH AVE N AND N 80TH ST,2,2,1,31/01/2004,N
AURORA AVE N BETWEEN N 135TH ST AND N 137TH ST,3,2,0,13/12/2004,N
M L KING JR ER WAY S AND S CLOVERDALE ST,4,2,3,06/10/2005,N
LAKE WASHINGTON BLVD S BETWEEN S ORCAS ST AND S JUNEAU ST,0,0,0,31/12/2004,N
M L KING JR WR WAY S BETWEEN S 104TH PL AND S RYAN WAY,3,2,0,25/11/2004,N
CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,2,2,0,04/08/2004,N
AURORA AVE N AND N 127TH ST,2,2,0,15/07/2004,N
4TH AVE AND UNIVERSITY ST,2,2,0,27/06/2004,N
NW GREENBRIER WAY BETWEEN VALMAY AVE NW AND CULPEPER CT NW,0,0,0,16/12/2004,N
NE 75TH ST BETWEEN 14TH AVE NE AND 15TH AVE NE,1,1,0,29/05/2004,N
LAKE CITY WAY NE BETWEEN NE 95TH ST AND NE 98TH ST,3,3,0,24/06/2004,N
S MAIN ST BETWEEN 19TH AVE S AND 20TH AVE S,0,0,0,16/10/2004,N
13TH AVE AND E CHERRY ST,3,2,3,16/05/2004,N
GREENWOOD AVE N BETWEEN N 104TH ST AND HOLMAN RD N,3,2,0,09/06/2004,N
EAST GREEN LAKE DR N BETWEEN LATONA AVE NE AND SUNNYSIDE AVE N,2,2,0,23/11/2004,N
1ST AVE S AND S SPOKANE SR ST,2,2,0,22/01/2004,N
WEST SEATTLE BR WB BETWEEN HARBOR AV SW OFF RP AND SW ADMIRAL WY OFF RP,2,1,0,03/03/2004,N
NW 53RD ST BETWEEN 11TH AVE NW AND 14TH AVE NW,2,2,0,23/06/2004,N
S OTHELLO ST BETWEEN MILITARY RD S AND BEACON WR AVE S,2,2,0,05/08/2004,N
RAINIER AVE S BETWEEN S FOREST ST AND M L KING JR WAY S,2,2,0,15/02/2004,N
13TH AVE S AND S MASSACHUSETTS ST,2,2,0,26/05/2004,N
DENNY WAY BETWEEN 1ST AVE AND WARREN AVE N,3,2,1,06/11/2004,N
4TH AVE S AND S LANDER ST,0,0,0,29/07/2004,N
S JACKSON ST BETWEEN 3RD AVE S AND 2ND AV ET S,2,2,0,19/01/2004,N
MELROSE AVE AND PINE ST,2,1,1,30/06/2004,N
9TH AVE BETWEEN JEFFERSON ST AND JAMES ST,2,2,0,15/03/2004,N
EAST GREEN LAKE DR N AND N 77TH ST,0,0,0,04/11/2004,N
AIRPORT WAY S AND S HOLGATE S ST,0,0,0,22/10/2004,N
EASTLAKE AVE E AND HARVARD AVE E,2,2,0,10/05/2004,N
41ST AVE SW AND SW ADMIRAL WAY,2,1,1,11/11/2004,N
N 145TH ST BETWEEN 1ST AVE NW AND GREENWOOD AVE N,0,0,0,27/06/2004,N
DIVISION AVE NW BETWEEN NW 67TH ST AND NW 70TH ST,2,2,0,16/03/2004,N
NE 55TH ST BETWEEN 29TH AVE NE AND 30TH W AVE NE,2,2,0,04/02/2004,N
S BRANDON ST BETWEEN 45TH AVE S AND 46TH AVE S,2,2,0,04/06/2004,N
AURORA AVE N AND N 115TH ST,0,0,0,16/09/2004,N
E THOMAS ST BETWEEN M L KING JR WAY E AND 29TH AVE E,2,2,0,06/09/2004,N
1ST AVE BETWEEN BATTERY ST AND WALL ST,0,0,0,28/09/2004,N
NW 85TH ST BETWEEN 15TH AVE NW AND 16TH AVE NW,1,1,0,08/12/2004,N
DENNY WAY AND WESTLAKE AVE,2,1,1,18/04/2004,N
30TH AVE SW BETWEEN SW MYRTLE ST AND SW OTHELLO ST,2,2,0,17/01/2004,N
E MADISON ST BETWEEN 20TH AVE AND E DENNY WAY,3,2,0,19/11/2004,N
25TH AVE NE BETWEEN NE 75TH ST AND NE 77TH ST,2,2,1,04/10/2005,N
EDGAR MARTINEZ DR S BETWEEN OCCIDENTAL AVE S AND S ATLANTIC ST OFF RP,3,2,2,06/09/2004,N
RAINIER AVE S BETWEEN S CLOVERDALE ST AND S HENDERSON ST,0,0,0,31/10/2004,N
13TH AVE W AND W BERTONA ST,2,2,0,06/10/2004,N
1ST AVE N AND MERCER ST,2,1,1,20/08/2004,N
3RD AVE W BETWEEN W THOMAS ST AND W THOMAS ST OVERPASS,0,0,0,10/01/2004,N
ELLIOTT AVE W BETWEEN W MERCER ST AND W MERCER PL,2,2,0,13/04/2004,N
S DEARBORN ST BETWEEN 8TH AVE S AND DEARBORN OFF RP,2,2,0,10/06/2004,N
6TH AVE BETWEEN PIKE ST AND PINE ST,0,0,0,04/03/2004,N
S MAIN ST BETWEEN 6TH AVE S AND MAYNARD AVE S,4,2,1,22/08/2004,N
18TH AVE SW AND SW CLOVERDALE ST,3,2,0,19/10/2004,N
NW 57TH ST BETWEEN 15TH AVE NW AND 17TH AVE NW,2,2,0,15/04/2004,N
15TH AVE NW BETWEEN NW 85TH ST AND NW 87TH ST,2,2,0,09/06/2004,N
GREENWOOD AVE N BETWEEN N 104TH ST AND HOLMAN RD N,3,1,1,07/04/2004,N
4TH AVE S AND S ROYAL BROUGHAM WAY,3,2,1,07/10/2004,N
35TH AVE SW BETWEEN SW HUDSON ST AND SW DAWSON ST,2,2,0,20/02/2004,N
W MERCER PL AND W MERCER ST,6,2,1,01/05/2004,N
8TH AVE S AND S KING ST,3,2,1,12/07/2004,N
DELRIDGE WAY SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,2,2,0,06/10/2004,N
14TH AVE AND E PINE ST,0,0,0,19/05/2004,N
3RD AVE AND VINE ST,6,2,5,28/10/2004,N
E ROANOKE ST BETWEEN EASTLAKE AVE E AND FRANKLIN AVE E,2,2,0,22/02/2004,N
RAINIER AVE S BETWEEN S LANE ST AND S DEARBORN ST,5,3,0,09/07/2004,N
20TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,2,2,0,06/11/2004,N
10TH AVE NW AND NW 67TH ST,2,2,0,02/03/2004,N
1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,0,2,0,23/07/2004,N
41ST AVE SW AND SW ADMIRAL WAY,2,2,0,09/01/2004,N
ROOSEVELT WAY NE BETWEEN NE 41ST ST AND NE 42ND S ST,2,2,0,16/06/2004,N
15TH AVE S AND S LANDER ST,2,2,0,21/02/2004,N
FAUNTLEROY WAY SW BETWEEN SW MONROE ST AND SW ROSE ST,2,2,0,07/08/2004,N
N 85TH ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,5,2,0,10/04/2004,N
MERIDIAN AVE N AND N 130TH ST,0,0,0,02/07/2004,N
BELLEVUE AVE BETWEEN E PINE ST AND E OLIVE ST,7,2,1,10/07/2004,N
BROADWAY E BETWEEN E ALOHA ST AND E PROSPECT ST,0,0,0,29/11/2004,N
E MADISON ST BETWEEN BROADWAY AND BROADWAY CT,0,0,0,29/06/2004,N
S BRANDON ST BETWEEN RAINIER AVE S AND 45TH AVE S,2,2,0,13/03/2004,N
26TH AVE SW AND SW ROXBURY ST,4,2,2,21/09/2004,N
1ST AVE S AND S ATLANTIC ST,0,0,0,29/12/2004,N
NE 50TH ST BETWEEN 17TH NB AVE NE AND 18TH AVE NE,2,2,0,11/11/2004,N
17TH AVE E BETWEEN E THOMAS ST AND E HARRISON ST,2,2,0,19/05/2004,N
12TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,2,2,1,06/06/2004,N
UNIVERSITY WAY NE BETWEEN NE 47TH ST AND NE 50TH ST,2,2,0,21/02/2004,N
U VILLAGE DR AND NE 45TH ST,0,0,0,04/06/2004,N
5TH AVE N BETWEEN 5 UPPER AVE N AND LEE ST,2,2,0,14/01/2004,N
15TH AVE AND E UNION ST,4,2,2,06/03/2004,N
ALASKAN WAY S AND S ATLANTIC ST,2,2,0,04/11/2004,N
4TH AVE S AND S ORCAS ST,4,2,3,21/05/2004,N
NE NORTHGATE DR AND NE NORTHGATE WAY,2,2,1,25/05/2004,N
MIDVALE AVE N AND N 145TH ST,2,2,0,09/08/2004,N
35TH AVE NE AND NE 105TH ST,3,2,1,13/07/2004,N
25TH AVE NE BETWEEN NE 47TH ST AND NE 49TH ST,2,2,0,23/11/2004,N
WESTLAKE AVE N BETWEEN NEWELL ST AND NICKERSON ST,7,3,2,25/09/2004,N
S JACKSON ST BETWEEN 22ND AVE S AND 23RD AVE S,7,2,0,18/06/2004,N
S ORCAS ST BETWEEN RAINIER AVE S AND 46TH AVE S,3,2,1,17/08/2004,N
OCCIDENTAL AVE S BETWEEN S STACY ST AND S LANDER ST,2,2,0,30/03/2004,N
BEACON ER AVE S AND S EDDY ST,2,2,0,01/09/2004,N
RAINIER AVE S BETWEEN S ROSE S ST AND S THISTLE ST,2,2,0,19/03/2004,N
LAKESIDE AVE S BETWEEN S KING ST AND S LANE ST,0,0,0,12/07/2005,N
42ND PL NE BETWEEN 42ND AVE NE AND RIVIERA PL NE,3,1,0,12/06/2004,N
WESTERN AVE W BETWEEN W DENNY WAY AND 1ST AVE W,3,2,0,02/03/2004,N
9TH AVE NE AND NE 45TH E ST,2,2,0,22/07/2004,N
19TH AVE NE AND NE 50TH ST,2,2,0,11/06/2004,N
LAKE CITY WAY NE BETWEEN NE 125TH ST AND NE 127TH ST,2,2,0,14/05/2004,N
RAINIER AVE S BETWEEN 57TH AVE S AND ITHACA PL S,2,2,0,09/04/2004,N
HIGHLAND PARK WAY SW AND SW HOLDEN N ST,2,2,0,06/12/2004,N
1ST AVE AND MADISON ST,2,2,1,01/02/2004,N
DUMAR WAY SW BETWEEN SW ORCHARD ST AND SW AUSTIN ST,2,2,0,27/05/2004,N
E MADISON ST BETWEEN 22ND AVE E AND 23RD AVE E,4,2,0,02/04/2004,N
N NORTHGATE WAY BETWEEN AURORA AVE N AND MIDVALE AVE N,0,0,0,18/10/2004,N
RAINIER AVE S BETWEEN S CARVER ST AND S KEPPLER ST,3,3,1,21/03/2004,N
20TH AVE S AND S JACKSON ST,0,0,0,13/12/2004,N
M L KING JR ER WAY S BETWEEN S MORGAN ST AND S WARSAW ST,3,3,0,24/02/2004,N
